id,orden,palabra,valoracion,etiqueta
#縉OMBRE?,1,Gran data,4,
#縉OMBRE?,2,Mucha informaci贸n,3,
#縉OMBRE?,3,Desinformaci贸n,1,
#縉OMBRE?,4,Pluralidad,8,
#縉OMBRE?,5,Sobredatos,3,
-M7efCTT-6V9kSTDrLru,1,Grande,5,
-M7efCTT-6V9kSTDrLru,2,Datos,6,Informaci髇
-M7efCTT-6V9kSTDrLru,3,Informaci贸n ,7,Informaci髇
-M7efCTT-6V9kSTDrLru,4,Evoluci贸n ,10,
-M7efCTT-6V9kSTDrLru,5,Tecnolog铆a ,6,Tecnolog韆
#縉OMBRE?,1,Conglomerado de datos,10,
#縉OMBRE?,2,Conocimiento,10,
#縉OMBRE?,3,Regresi贸n lineal,10,
#縉OMBRE?,4,Prediccion,10,
#縉OMBRE?,5,Futuro,10,Tecnolog韆
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Informacion,10,Informaci髇
#縉OMBRE?,3,Redes,10,Tecnolog韆
#縉OMBRE?,4,Internet,10,
#縉OMBRE?,5,Informatica,10,Tecnolog韆
#縉OMBRE?,1,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,2,Informaci贸n ,10,Informaci髇
#縉OMBRE?,3,Redes,10,Tecnolog韆
#縉OMBRE?,4,Conocimiento ,10,Inteligencia Artificial
#縉OMBRE?,5,Intimidad ,0,
#縉OMBRE?,1,Recopilaci贸n,5,
#縉OMBRE?,2,Datos,5,Informaci髇
#縉OMBRE?,3,Sistematizaci贸n,5,
#縉OMBRE?,4,An谩lisis,5,Tecnolog韆
#縉OMBRE?,5,Respuesta,5,
#縉OMBRE?,1,Desastre,5,
#縉OMBRE?,2,Manipulaci贸n,5,
#縉OMBRE?,3,Abus贸,4,
#縉OMBRE?,4,Destrucci贸n,5,
#縉OMBRE?,5,Tristeza,5,
#縉OMBRE?,1,Conexi贸n ,10,
#縉OMBRE?,2,Comunicaci贸n ,10,
#縉OMBRE?,3,Informaci贸n ,10,Informaci髇
#縉OMBRE?,4,Avances ,10,
#縉OMBRE?,5,Conocimiento ,10,Inteligencia Artificial
#縉OMBRE?,1,Letrado,5,
#縉OMBRE?,2,Nerd,9,
#縉OMBRE?,3,Experimentacion,10,
#縉OMBRE?,4,Compartir,10,
#縉OMBRE?,5,Orden,5,
#縉OMBRE?,1,Algoritmos,5,
#縉OMBRE?,2,Estad铆sticas,6,
#縉OMBRE?,3,Base de datos,4,
#縉OMBRE?,4,Robot,4,Inteligencia Artificial
#縉OMBRE?,5,Memoria,5,
#縉OMBRE?,1,Saber,10,
#縉OMBRE?,2,Aprendizaje,3,Educaci髇
#縉OMBRE?,3,Ense帽anza,5,
#縉OMBRE?,4,Autoaprendizaje,5,
#縉OMBRE?,5,Aprendizaje significativo ,5,
#縉OMBRE?,1,Robots,2,
#縉OMBRE?,2,Dispositivos de comunicaci贸n ,6,
#縉OMBRE?,3,Deshumanizar ,2,
#縉OMBRE?,4,Desarrollo,5,Tecnolog韆
#縉OMBRE?,5,Innovaci贸n ,5,Tecnolog韆
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Flujo,10,
#縉OMBRE?,3,Internet ,7,
#縉OMBRE?,4,Tecnolog铆a ,8,Tecnolog韆
#縉OMBRE?,5,Interconexi贸n ,10,
#縉OMBRE?,1,Innovador,10,
#縉OMBRE?,2,Tecnologico,9,
#縉OMBRE?,3,Util,7,
#縉OMBRE?,4,Necesidad,7,
#縉OMBRE?,5,Novedad,6,
#縉OMBRE?,1,robot,7,Inteligencia Artificial
#縉OMBRE?,2,ingenieria,10,
#縉OMBRE?,3,datos,8,Informaci髇
#縉OMBRE?,4,rapidez,10,
#縉OMBRE?,5,sistema,7,
#縉OMBRE?,1,Presente,0,
#縉OMBRE?,2,Convivencia,3,
#縉OMBRE?,3,Posibilidad,0,
#縉OMBRE?,4,Exposici贸n,6,
#縉OMBRE?,5,Descubrimientos,0,
#縉OMBRE?,1,Hegemonias,0,
#縉OMBRE?,2,Nueva revoluci贸n industrial,10,
#縉OMBRE?,3,Educaci贸n ,10,
#縉OMBRE?,4,Privacidad,0,
#縉OMBRE?,5,Salud,10,
#縉OMBRE?,1,Habilidad tecnologica,10,
#縉OMBRE?,2,Capacidad espec铆fica ,10,
#縉OMBRE?,3,Dispositivo ,5,
#縉OMBRE?,4,Herramienta intelectual ,10,
#縉OMBRE?,5,Asistente ,5,
#縉OMBRE?,1,Grandes datos.,4,
#縉OMBRE?,2,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,3,Internet,5,
#縉OMBRE?,4,Redes sociales,6,
#縉OMBRE?,5,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,1,vol煤men de datos,10,
#縉OMBRE?,2,an谩lisis,10,Tecnolog韆
#縉OMBRE?,3,patrones,10,
#縉OMBRE?,4,decisiones,10,
#縉OMBRE?,5,estrategias,10,
#縉OMBRE?,1,BASE DE DATOS,10,
#縉OMBRE?,2,GESTION,9,
#縉OMBRE?,3,Informatizar,9,
#縉OMBRE?,4,Globalizacion,4,
#縉OMBRE?,5,Unificacion,5,
#縉OMBRE?,1,Tecnologia,10,Tecnolog韆
#縉OMBRE?,2,Superficial,10,
#縉OMBRE?,3,Numeros,7,
#縉OMBRE?,4,Orden,7,
#縉OMBRE?,5,Archivos,7,
#縉OMBRE?,1,Asistente de google,8,
#縉OMBRE?,2,Aprendizaje del comportamiento,5,
#縉OMBRE?,3,Big data,2,
#縉OMBRE?,4,Sugerencias,7,
#縉OMBRE?,5,Automatizaci贸n,8,
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Gran cantidad,10,
#縉OMBRE?,3,Informaci贸n,10,Informaci髇
#縉OMBRE?,4,Procesaniento,10,
#縉OMBRE?,5,Masividad,10,
#縉OMBRE?,1,Sabidur铆a,5,
#縉OMBRE?,2,Apertura,7,
#縉OMBRE?,3,El gato y la caja,10,
#縉OMBRE?,4,Posibilidades ,9,
#縉OMBRE?,5,Ascenso,5,
#縉OMBRE?,1,Un gran dato,10,
#縉OMBRE?,2,Datos grandes,10,
#縉OMBRE?,3,Informaci贸n importante ,5,
#縉OMBRE?,4,Algo grande,8,
#縉OMBRE?,5,Informaci贸n importante ,5,
#縉OMBRE?,1,Tecnolog铆a,9,Tecnolog韆
#縉OMBRE?,2,Datos virtuales,8,
#縉OMBRE?,3,Software,10,
#縉OMBRE?,4,Almacenamiento,10,
#縉OMBRE?,5,Internet,9,
#縉OMBRE?,1,Venta de Informacion,0,
#縉OMBRE?,2,Campa帽a politica,0,
#縉OMBRE?,3,Datos personales,0,
#縉OMBRE?,4,Oportunidad,7,
#縉OMBRE?,5,Mejorar la comunicacion,10,
#縉OMBRE?,1,Estad铆stica ,10,
#縉OMBRE?,2,Consumidor,10,
#縉OMBRE?,3,Investigaci贸n ,10,
#縉OMBRE?,4,Analisis de datos ,10,
#縉OMBRE?,5,Privacidad ,0,
#縉OMBRE?,1,Investigaci贸n ,10,
#縉OMBRE?,2,Conductas,6,
#縉OMBRE?,3,Sociedad,6,
#縉OMBRE?,4,Tecnologia,8,Tecnolog韆
#縉OMBRE?,5,Habitos,2,
#縉OMBRE?,1,Informaci贸n,5,Informaci髇
#縉OMBRE?,2,Nuevas tecnolog铆as,5,
#縉OMBRE?,3,Estad铆sticas,5,
#縉OMBRE?,4,Regularidades,5,
#縉OMBRE?,5,M茅todo,5,
#縉OMBRE?,1,organizaci贸n ,9,
#縉OMBRE?,2,conocimiento ,8,Inteligencia Artificial
#縉OMBRE?,3,Estructuraci贸n ,8,
#縉OMBRE?,4,clasificaci贸n ,9,
#縉OMBRE?,5,An谩lisis ,9,Informaci髇
#縉OMBRE?,1,Aprendizaje ,10,Educaci髇
#縉OMBRE?,2,Inteligencia ,9,
#縉OMBRE?,3,Mente,7,Inteligencia Artificial
#縉OMBRE?,4,Cognitivo ,10,
#縉OMBRE?,5,Nuevas facultades ,10,
#縉OMBRE?,1,Robots,5,
#縉OMBRE?,2,Maquinas,5,
#縉OMBRE?,3,dispositivos,5,
#縉OMBRE?,4,electrodomesticos,5,
#縉OMBRE?,5,nuevas tecnolog铆as ,5,
#縉OMBRE?,1,Robots,10,
#縉OMBRE?,2,Mejora,10,
#縉OMBRE?,3,Futuro,10,Tecnolog韆
#縉OMBRE?,4,Herramienta,2,
#縉OMBRE?,5,Ayudante,10,
#縉OMBRE?,1,Control,0,Control
#縉OMBRE?,2,Gustos,5,
#縉OMBRE?,3,Libertad,0,Sociedad
#縉OMBRE?,4,Limite,0,
#縉OMBRE?,5,Privacidad,0,
#縉OMBRE?,1,Datos,7,Informaci髇
#縉OMBRE?,2,Periodismo,7,
#縉OMBRE?,3,Facebook,2,Sociedad
#縉OMBRE?,4,Cambridge,2,
#縉OMBRE?,5,Infograf铆a,9,
#縉OMBRE?,1,Monopolizar,0,
#縉OMBRE?,2,Causalidades,5,
#縉OMBRE?,3,Contaminaci贸n,0,
#縉OMBRE?,4,Manipulacion,0,
#縉OMBRE?,5,Sobreinformaci贸n,0,
#縉OMBRE?,1,Estudiar,9,
#縉OMBRE?,2,Informacion,5,Informaci髇
#縉OMBRE?,3,Investigar,7,
#縉OMBRE?,4,Conocer,8,
#縉OMBRE?,5,Observar,8,
#縉OMBRE?,6,Escuchar,5,
#縉OMBRE?,1,Futuro,5,Tecnolog韆
#縉OMBRE?,2,Cibern茅tica,4,
#縉OMBRE?,3,Datos,2,Informaci髇
#縉OMBRE?,4,Hackers,1,
#縉OMBRE?,5,Investigaci贸n,10,Medios
#縉OMBRE?,1,grandes datos,3,
#縉OMBRE?,2,Toma de decisi贸n rapida  ,8,
#縉OMBRE?,3,datos vol谩tiles ,3,
#縉OMBRE?,4,Falta de est谩ndares,2,
#縉OMBRE?,5,organizaci贸n de datos,8,
#縉OMBRE?,1,Una esfera contenida de datos e informaci贸n ,10,
#縉OMBRE?,2,Largas estructuras de redes,6,
#縉OMBRE?,3,Grandes cantidades de bits ,9,
#縉OMBRE?,4,Gran Datos,6,
#縉OMBRE?,5,Algoritmos ,8,
#縉OMBRE?,1,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,2,Conocimiento,10,
#縉OMBRE?,3,Base de datos,9,
#縉OMBRE?,4,Teor铆as ,7,
#縉OMBRE?,5,Cient铆ficos ,10,
#縉OMBRE?,1,Ciencia,10,Tecnolog韆
#縉OMBRE?,2,Aprender,10,
#縉OMBRE?,3,Dificil,7,
#縉OMBRE?,4,Libros,9,
#縉OMBRE?,5,Lectura,8,Informaci髇
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Privacidad,2,
#縉OMBRE?,3,Base de datos,5,
#縉OMBRE?,4,Procesamiento de datos,6,
#縉OMBRE?,5,Ventas y marketing,1,
#縉OMBRE?,1,Desarrollo tecnol贸gico,10,
#縉OMBRE?,2,Multidisciplinario,10,
#縉OMBRE?,3,"Seg煤n su uso, puede ser peligroso",2,
#縉OMBRE?,4,Funcionamiento del cerebro,9,
#縉OMBRE?,5,Herramientas para la vida cotidiana,10,
#縉OMBRE?,1,Computaci贸n ,6,
#縉OMBRE?,2,Razonamiento ,10,
#縉OMBRE?,3,Aprendizaje ,8,Educaci髇
#縉OMBRE?,4,Tecnolog铆a ,5,Tecnolog韆
#縉OMBRE?,5,Maquinas,5,
#縉OMBRE?,1,Estudiar,10,
#縉OMBRE?,2,Computadora,5,Tecnolog韆
#縉OMBRE?,3,Clases virtuales,3,
#縉OMBRE?,4,Matem谩ticas ,1,
#縉OMBRE?,5,Actualidad,6,
#縉OMBRE?,1,Libertad,10,Sociedad
#縉OMBRE?,2,Saber,7,
#縉OMBRE?,3,Elegir,10,
#縉OMBRE?,4,Aprender ,10,
#縉OMBRE?,5,Oportunidades ,8,
#縉OMBRE?,1,Informaci贸n ,5,Informaci髇
#縉OMBRE?,2,Vigilancia ,0,
#縉OMBRE?,3,Dinero,2,
#縉OMBRE?,4,Gobierno ,0,
#縉OMBRE?,5,Ayuda,10,
#縉OMBRE?,1,Tecnolog铆a,9,Tecnolog韆
#縉OMBRE?,2,Informaci贸n,9,Informaci髇
#縉OMBRE?,3,Datos,8,Informaci髇
#縉OMBRE?,4,Redes,7,Tecnolog韆
#縉OMBRE?,5,Soluciones,8,
#縉OMBRE?,1,Computadoras,9,
#縉OMBRE?,2,Compa帽铆as,3,
#縉OMBRE?,3,Empresarios,3,
#縉OMBRE?,4,Silicon Valley,3,
#縉OMBRE?,5,Programaci贸n,8,
#縉OMBRE?,1,Espionaje,1,
#縉OMBRE?,2,Informaci贸n,8,Informaci髇
#縉OMBRE?,3,Elecciones,4,
#縉OMBRE?,4,No privacidad,1,
#縉OMBRE?,5,Publicidad,4,Medios
#縉OMBRE?,1,Automatizaci贸n,9,
#縉OMBRE?,2,Futuro,9,Tecnolog韆
#縉OMBRE?,3,Tecnolog铆a,9,Tecnolog韆
#縉OMBRE?,4,Mala utilizaci贸n,1,
#縉OMBRE?,5,Chamuyo,1,
#縉OMBRE?,1,Matem谩ticas,10,
#縉OMBRE?,2,Qu铆mica,10,
#縉OMBRE?,3,Computaci贸n,10,
#縉OMBRE?,4,Control,7,Control
#縉OMBRE?,5,Estad铆stica,10,Informaci髇
#縉OMBRE?,1,Maquinas ,0,
#縉OMBRE?,2,Inteligencia,10,
#縉OMBRE?,3,Robots,5,
#縉OMBRE?,4,Avance,10,Tecnolog韆
#縉OMBRE?,5,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,1,Estad铆stica,9,Informaci髇
#縉OMBRE?,2,N煤meros ,10,
#縉OMBRE?,3,Gr谩fico,10,
#縉OMBRE?,4,Poblaci贸n ,9,
#縉OMBRE?,5,Muestreo,10,
#縉OMBRE?,1,Robotica,6,
#縉OMBRE?,2,F铆sica ,8,
#縉OMBRE?,3,Matem谩tica ,7,
#縉OMBRE?,4,Electr贸nica,8,
#縉OMBRE?,5,Sistema,3,
#縉OMBRE?,1,Implantes,8,
#縉OMBRE?,2,Discapacidad,9,
#縉OMBRE?,3,Control,1,Control
#縉OMBRE?,4,Exoesqueleto,9,
#縉OMBRE?,5,Humanidad,3,
#縉OMBRE?,1,Avances ,8,
#縉OMBRE?,2,Tecnolog铆a aplicada ,8,
#縉OMBRE?,3,Resoluci贸n ,7,
#縉OMBRE?,4,Autodeterminaci贸n,6,
#縉OMBRE?,5,Independencia de decisiones ,7,
#縉OMBRE?,1,Informaci贸n ,7,Informaci髇
#縉OMBRE?,2,Numeros,5,
#縉OMBRE?,3,Matem谩tica ,8,
#縉OMBRE?,4,Trabajo,7,Sociedad
#縉OMBRE?,5,Futuro,7,Tecnolog韆
#縉OMBRE?,1,Buscadores inteligentes,7,
#縉OMBRE?,2,Hardware inteligente ,5,
#縉OMBRE?,3,Casas autoregulables ,8,
#縉OMBRE?,4,Autos independientes,7,
#縉OMBRE?,5,Programas gu铆as para tramites,9,
#縉OMBRE?,1,Mucha informacion,10,
#縉OMBRE?,2,Publicidad de la privacidad ,0,
#縉OMBRE?,3,Posibilidades,8,
#縉OMBRE?,4,Mal uso,0,
#縉OMBRE?,5,Corrupci贸n ,0,
#縉OMBRE?,1,Trump,0,
#縉OMBRE?,2,Epstein,0,
#縉OMBRE?,3,Violacion,0,
#縉OMBRE?,4,Documentos,0,
#縉OMBRE?,5,EE UU,0,
#縉OMBRE?,1,Estadistica,10,
#縉OMBRE?,2,graficos,8,
#縉OMBRE?,3,Bases de datos,9,
#縉OMBRE?,4,Ventas,2,
#縉OMBRE?,5,Analisis,5,
#縉OMBRE?,1,Poder manejar objetos v铆a wifi,7,
#縉OMBRE?,2,Robotica,7,
#縉OMBRE?,3,Ingenieria Electronica,7,
#縉OMBRE?,4,Comodidad,6,
#縉OMBRE?,5,Futuro inmediato,6,
#縉OMBRE?,1,Robot,0,Inteligencia Artificial
#縉OMBRE?,2,Inhumano,0,
#縉OMBRE?,3,Innovaci贸n,4,Tecnolog韆
#縉OMBRE?,4,Sat茅lite,8,
#縉OMBRE?,5,Apocalipsis,0,
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Acceso,8,
#縉OMBRE?,3,Procesamiento,7,
#縉OMBRE?,4,R谩pidez,8,
#縉OMBRE?,5,An谩lisis,7,Tecnolog韆
#縉OMBRE?,1,Facebook,0,Sociedad
#縉OMBRE?,2,Control,0,Control
#縉OMBRE?,3,Perfil,5,
#縉OMBRE?,4,N煤meros,10,
#縉OMBRE?,5,Influir,0,
#縉OMBRE?,1,Demograf铆a ,1,
#縉OMBRE?,2,Investigaci贸n ,10,
#縉OMBRE?,3,Brecha digital,2,
#縉OMBRE?,4,Inclusi贸n ,0,
#縉OMBRE?,5,Flujo de datos ,5,
#縉OMBRE?,1,Firma digital,8,
#縉OMBRE?,2,Moneda virtual ,8,
#縉OMBRE?,3,Control,0,Control
#縉OMBRE?,4,Falta de privacidad,0,
#縉OMBRE?,5,Manipulacion,0,
#縉OMBRE?,1,Informaci贸n,5,Informaci髇
#縉OMBRE?,2,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,3,Pol铆tica,5,
#縉OMBRE?,4,Comunicaci贸n,5,
#縉OMBRE?,5,Ns,5,
#縉OMBRE?,1,Masivo,5,
#縉OMBRE?,2,Tecnolog铆a ,5,Tecnolog韆
#縉OMBRE?,3,Almacenamiento,5,
#縉OMBRE?,4,Datos,5,Informaci髇
#縉OMBRE?,5,Analisis,5,
#縉OMBRE?,1,Datos enormes,10,
#縉OMBRE?,2,Complejidad,10,
#縉OMBRE?,3,Alto volumen,5,
#縉OMBRE?,4,Informaci贸n ,10,Informaci髇
#縉OMBRE?,5,An谩lisis ,10,Informaci髇
#縉OMBRE?,6,Consumidored,10,
-M90rxj2pJ7NiD2CTzq-,1,Poder,5,Control
-M90rxj2pJ7NiD2CTzq-,2,Progreso,10,
-M90rxj2pJ7NiD2CTzq-,3,Control,3,Control
-M90rxj2pJ7NiD2CTzq-,4,Avances,10,
-M90rxj2pJ7NiD2CTzq-,5,Gesti贸n de datos,8,
#縉OMBRE?,1,Tecnociencia,7,
#縉OMBRE?,2,Objetividad,2,
#縉OMBRE?,3,Distanciamiento,3,
#縉OMBRE?,4,Eficacia,8,
#縉OMBRE?,5,Rapidez.,6,
#縉OMBRE?,1,Macrodatos,5,
#縉OMBRE?,2,Oracle,5,
#縉OMBRE?,3,Casinos,5,
#縉OMBRE?,4,Gobierno,0,
#縉OMBRE?,5,Guerra,0,
#縉OMBRE?,1,Celular (WhatsApp),3,
#縉OMBRE?,2,Computadora,4,Tecnolog韆
#縉OMBRE?,3,Sobreinformaci贸n,0,
#縉OMBRE?,4,Ausencia de intimidad,0,
#縉OMBRE?,5,Sobreexigencias horarias,0,
#縉OMBRE?,1,Tecnologia,7,Tecnolog韆
#縉OMBRE?,2,Nube,7,
#縉OMBRE?,3,Archivo ,5,
#縉OMBRE?,4,Futuro,7,Tecnolog韆
#縉OMBRE?,5,Posmodernidad,7,
#縉OMBRE?,1,Peligro,0,Privacidad
#縉OMBRE?,2,Automatizacion,2,Automatizaci髇
#縉OMBRE?,3,Tecnolog铆a,8,Tecnolog韆
#縉OMBRE?,4,Frialdad,1,
#縉OMBRE?,5,Carencia de empatia,1,
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Estad铆sticas ,10,
#縉OMBRE?,3,Investigaci贸n ,10,
#縉OMBRE?,4,M茅todo ,6,
#縉OMBRE?,5,An谩lisis de datos ,10,
#縉OMBRE?,1,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Investigaci贸n,5,Medios
#縉OMBRE?,4,Estudio,4,Educaci髇
#縉OMBRE?,5,Idea,5,
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Espionaje,0,
#縉OMBRE?,3,Manipulaci贸n,1,
#縉OMBRE?,4,Vida privada,2,
#縉OMBRE?,5,Elecciones,2,
#縉OMBRE?,1,Internet,8,
#縉OMBRE?,2,Desigualdad de acceso ,0,
#縉OMBRE?,3,Informaci贸n ,5,Informaci髇
#縉OMBRE?,4,Empresas,5,
#縉OMBRE?,5,Redes sociales,7,
#縉OMBRE?,1,Muchos datos,10,
#縉OMBRE?,2,Mucha informacion,7,
#縉OMBRE?,3,Corrupcion,1,
#縉OMBRE?,4,Gestion,5,
#縉OMBRE?,5,Progreso,5,
#縉OMBRE?,1,Issac Asimov,5,
#縉OMBRE?,2,Futuro o autodestrucci贸n humana? ,5,
#縉OMBRE?,3,Nunca subestimes a tu aprendiz (matching learning),4,
#縉OMBRE?,4,IA al servicio de los detentores de poder,1,
#縉OMBRE?,5,Aumento de la exclusi贸n social,2,
#縉OMBRE?,1,Espionaje,0,
#縉OMBRE?,2,Marketing,5,
#縉OMBRE?,3,Empresas,6,
#縉OMBRE?,4,Facebook,3,Sociedad
#縉OMBRE?,5,Redes Sociales,5,
#縉OMBRE?,1,Control,1,Control
#縉OMBRE?,2,Algoritmos,1,
#縉OMBRE?,3,Comunicaci贸n,9,
#縉OMBRE?,4,Burbuja interna,1,
#縉OMBRE?,5,Mentiras,10,
#縉OMBRE?,1,Robot,2,Inteligencia Artificial
#縉OMBRE?,2,Android,6,
#縉OMBRE?,3,Hacker,5,
#縉OMBRE?,4,Autosuficiencia,3,
#縉OMBRE?,5,Mejoras en salud,8,
#縉OMBRE?,1,Rob贸tica,5,
#縉OMBRE?,2,Espionaje,5,
#縉OMBRE?,3,Paranoia,5,
#縉OMBRE?,4,Posibilidad,10,
#縉OMBRE?,5,Inmediatez,7,
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Control,3,Control
#縉OMBRE?,3,Tendencias,8,
#縉OMBRE?,4,E commerce,7,
#縉OMBRE?,5,Publicidad,5,Medios
#縉OMBRE?,1,Predictivo,8,
#縉OMBRE?,2,Programaci贸n,8,
#縉OMBRE?,3,Bases de datos,8,
#縉OMBRE?,4,Respuestas autonomas,9,
#縉OMBRE?,5,Mimesis,7,
#縉OMBRE?,1,Teor铆as o modelos de explicaci贸n ,5,
#縉OMBRE?,2,Conocimientos pr谩cticos ,5,
#縉OMBRE?,3,Equidad en conocimientos,5,
#縉OMBRE?,4,Estudiantes,5,
#縉OMBRE?,5,Problemas de Aprendizaje,5,
#縉OMBRE?,1,Nube,6,
#縉OMBRE?,2,Computadora,5,Tecnolog韆
#縉OMBRE?,3,Google,4,
#縉OMBRE?,4,Facebook,3,Sociedad
#縉OMBRE?,5,Privacidad,5,
#縉OMBRE?,1,Datos ,6,
#縉OMBRE?,2,Informaci贸n ,7,Informaci髇
#縉OMBRE?,3,Informatica ,7,Tecnolog韆
#縉OMBRE?,4,C贸mputos ,7,
#縉OMBRE?,5,Grande,4,
#縉OMBRE?,1,Tecnologia,10,Tecnolog韆
#縉OMBRE?,2,Util,10,
#縉OMBRE?,3,Peligroso,0,
#縉OMBRE?,4,Dificil de entender,5,
#縉OMBRE?,5,Consumismo,5,
#縉OMBRE?,1,Control (negativo),0,
#縉OMBRE?,2,Mercado (negativo),10,
#縉OMBRE?,3,Google,0,
#縉OMBRE?,4,Salud,10,
#縉OMBRE?,5,Ninguna,5,
#縉OMBRE?,1,Era digital,5,
#縉OMBRE?,2,Interactividad ,7,
#縉OMBRE?,3,Pensamiento computacional ,5,
#縉OMBRE?,4,Conectividad ,8,Automatizaci髇
#縉OMBRE?,5,Software ,5,
#縉OMBRE?,1,Robots,10,
#縉OMBRE?,2,Automatizaci贸n,10,
#縉OMBRE?,3,Velocidad,10,Automatizaci髇
#縉OMBRE?,4,B煤squeda,10,
#縉OMBRE?,5,Comprensi贸n,10,
#縉OMBRE?,1,Robot,5,Inteligencia Artificial
#縉OMBRE?,2,Maquina,7,
#縉OMBRE?,3,Pensamiento ,8,
#縉OMBRE?,4,Funcionalidad,9,
#縉OMBRE?,5,Evoluci贸n,7,
-M96-5sjAB1L3BiIOha5,1,Digital ,6,
-M96-5sjAB1L3BiIOha5,2,Web,7,
-M96-5sjAB1L3BiIOha5,3,Trasmedia,7,
-M96-5sjAB1L3BiIOha5,4,Virtual ,5,
-M96-5sjAB1L3BiIOha5,5,Sistemas ,5,Tecnolog韆
#縉OMBRE?,1,Python,10,
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Procesamiento,8,
#縉OMBRE?,4,Estad铆stica ,5,
#縉OMBRE?,5,Muestra,5,
#縉OMBRE?,1,Informaci贸n ,5,Informaci髇
#縉OMBRE?,2,Ganancia,2,
#縉OMBRE?,3,Estad铆sticas ,3,
#縉OMBRE?,4,Intereses,2,
#縉OMBRE?,5,Eternidad,5,
#縉OMBRE?,1,Contexto,5,
#縉OMBRE?,2,Educaci贸n ,10,
#縉OMBRE?,3,Oportunidad,5,
#縉OMBRE?,4,Meritocracia,1,
#縉OMBRE?,5,Ganas,8,
#縉OMBRE?,1,Estad铆sticas ,10,
#縉OMBRE?,2,Investigaci贸n ,8,
#縉OMBRE?,3,Datos,8,Informaci髇
#縉OMBRE?,4,Inform谩tica ,8,
#縉OMBRE?,5,Informaci贸n ,8,Informaci髇
#縉OMBRE?,1,Tecnolog铆a ,7,Tecnolog韆
#縉OMBRE?,2,Programacion,8,
#縉OMBRE?,3,. ,5,
#縉OMBRE?,4,. ,5,
#縉OMBRE?,5,. ,5,
#縉OMBRE?,1,Computadora,1,Tecnolog韆
#縉OMBRE?,2,Objetivaci贸n ,0,
#縉OMBRE?,3,Divisi贸n mente-cuerpo,1,
#縉OMBRE?,4,Artificial,1,
#縉OMBRE?,5,Hombre maquina,0,
#縉OMBRE?,1,Datos sobre los datos,10,
#縉OMBRE?,2,Cruce de datos ,8,
#縉OMBRE?,3,Aprendizaje de las m谩quinas,8,
#縉OMBRE?,4,Centralizaci贸n de los datos,2,
#縉OMBRE?,5,Posibilidad de poner a disposici贸n p煤blica los dat,10,
#縉OMBRE?,1,Plataforma virtual,10,
#縉OMBRE?,2,Simulador,10,
#縉OMBRE?,3,Inteligencia artificial,8,
#縉OMBRE?,4,Red social,8,
#縉OMBRE?,5,Software/ sistema operativo,10,
-M9A-fMDdye-0gA2GWhI,1,Estudio,8,Educaci髇
-M9A-fMDdye-0gA2GWhI,2,Conocimiento,10,
-M9A-fMDdye-0gA2GWhI,3,Estudio de la informaci贸n ,10,
-M9A-fMDdye-0gA2GWhI,4,An谩lisis de datos,8,
-M9A-fMDdye-0gA2GWhI,5,Sistema para extraer conocimiento ,9,
#縉OMBRE?,1,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,2,Bots,7,
#縉OMBRE?,3,Mecanizaci贸n,7,
#縉OMBRE?,4,Eficiencia,6,
#縉OMBRE?,5,Productividad,10,Automatizaci髇
#縉OMBRE?,1,Almacenamiento de datos,10,
#縉OMBRE?,2,Gran manejo de datos,10,
#縉OMBRE?,3,Archivos,10,
#縉OMBRE?,4,seguridad,10,
#縉OMBRE?,5,Grande,10,
#縉OMBRE?,1,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,2,Reemplazo,0,
#縉OMBRE?,3,Manipular,10,
#縉OMBRE?,4,Progreso,10,
#縉OMBRE?,5,Brecha,3,
#縉OMBRE?,1,Tecnologia,4,Tecnolog韆
#縉OMBRE?,2,Informatica,3,Tecnolog韆
#縉OMBRE?,3,Cambios,2,
#縉OMBRE?,4,Generacional,3,
#縉OMBRE?,5,Paradigma,2,
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Gran cantidad de datos,10,
#縉OMBRE?,3,Datos,10,Informaci髇
#縉OMBRE?,4,Nube,10,
#縉OMBRE?,5,Habitos de las personas,10,
